onset	duration	response_time	trial_type
6.91413879395e-06	4.24840593338121	1.2238008976	contemplation
4.24948501587	4.19893789291	1.98689889908	subordination
11.2499158382	4.1983540059	1.60568499565	alarm
16.8499138355	4.1983470917	1.96158909798	curiosity
22.4498870373	4.1981937885	1.34153413773	belief
30.8495488167	4.1984062195	1.57627701759	exaltation
36.4499080181	4.1981217861	1.72716617584	weariness
40.6486799717	4.1990768909	1.48217892647	reason
44.8483510017	4.19935703279999	1.46908020973	laziness
49.0483288765	4.1994769573	1.91714596748	consciousness
56.0493369102	4.1982069016	1.77889800072	skepticism
64.4492268562	4.1982531548	1.01864600182	belief
71.4489808083	4.19848704329999	2.13057804108	judgment
75.6481039524	4.19915390019999	2.60352802277	insanity
79.8478858471	4.1993689537	1.93555903435	cognition
85.4485049248	4.1987190246	1.90632200241	alarm
91.0487949848	4.19828486440001	1.94138813019	judgment
96.6490418911	4.1979169849	2.52005195618	embarrassment
102.248651981	4.19837093400001	1.48604106903	self-pity
106.44776082	4.19914603300001	2.36902213097	playfulness
112.04852891	4.198234081	1.96492600441	distrust
117.648407936	4.198292971	1.67365193367	playfulness
124.648608923	4.198092937	1.94655704498	affection
128.847340822	4.19916605999998	1.77357506752	transcendence
135.847890854	4.19865202899999	1.98338294029	disgust
141.448251009	4.198184013	1.92029190063	fatigue
148.447213888	4.199213028	1.37220406532	reason
154.048276901	4.19788599	2.10891819	nervousness
159.647852898	4.19834494599999	1.71894598007	anticipation
165.247879982	4.198135853	2.5688419342	peacefulness
169.446636915	4.19942593600001	1.16188001633	distrust
173.646667957	4.199183941	2.62074017525	exhaustion
179.247411013	4.19849896400001	2.41561508179	attention
183.446549892	4.19927191799999	1.92262911797	embarrassment
190.447574854	4.198237181	1.68432617188	exaltation
197.446391821	4.199182033	1.52425599098	nervousness
201.646204948	4.19933700600001	2.26925802231	weariness
205.846140862	4.199323177	2.47922587395	insanity
211.447357893	4.19811010399999	1.06003594398	self-pity
215.646371841	4.198919058	1.83608293533	disgust
222.646904945	4.19833493300001	2.09779000282	curiosity
228.246908903	4.19825100900002	1.67675805092	laziness
232.445881844	4.199285984	2.25371003151	fatigue
238.04678297	4.19822192199999	0.860615968704	transcendence
243.646703005	4.19823694199999	0.94341301918	opinion
249.246399879	4.19841194200001	2.03429698944	subordination
257.646230936	4.19844102899998	1.60814809799	pensiveness
263.246374846	4.198388099	1.69010615349	cognition
268.846467972	4.19803905499998	1.41398692131	peacefulness
274.446463823	4.198101044	2.54184103012	anticipation
282.845938921	4.198424101	2.15957784653	attention
287.045099974	4.19924902900004	2.85574603081	affection
291.244976997	4.19923782400002	2.29359388351	awe
299.645660877	4.19838094699998	0.694252967834	awe
303.844733	4.19927000999996	1.2123978138	consciousness
310.845918894	4.19798898699997	1.864153862	contemplation
315.044591904	4.19926095	1.32826495171	opinion
319.244556904	4.19935011800004	2.40719389915	skepticism
327.645246029	4.19839882799999	1.51386523247	pensiveness
331.844252825	4.199501037	1.56397795677	exhaustion
