onset	duration	response_time	trial_type
6.91413879395e-06	4.23480510712121	1.99138402939	insanity
4.23573899269	4.21559000015	2.81433415413	alarm
9.85299706459	4.18161082271	1.85449099541	skepticism
18.2363250256	4.2149748802	2.26803302765	peacefulness
25.2527279854	4.1816949844	1.80121183395	playfulness
33.6358880997	4.2150518894	2.82079005241	cognition
37.8516080379	4.1826028824	2.01815414429	disgust
42.03489995	4.2160949707	1.92064714432	contemplation
49.0527999401	4.181292057	1.13188505173	peacefulness
54.6357989311	4.2148430348	2.65913295746	opinion
58.8512859344	4.19934105879999	1.16271090508	exhaustion
63.0513410568	4.19933891300001	1.26676297188	pensiveness
68.6523749828	4.1981239319	1.58744502068	nervousness
74.2521669865	4.1983449459	2.57750892639	curiosity
81.2522959709	4.19806003570001	1.48236298561	reason
85.4510550499	4.19931101799999	2.71821212769	affection
91.0519659519	4.1982491017	1.22612500191	contemplation
98.0517148972	4.18174910579999	2.17296600342	cognition
103.635107994	4.21488094300001	1.66445708275	nervousness
107.851056099	4.198992014	1.78674817085	laziness
112.050704002	4.19917201999999	2.50879311562	curiosity
117.651578903	4.198324204	2.10253620148	disgust
124.651479006	4.19817495299999	1.92748403549	insanity
128.850260019	4.19944095600002	2.27638506889	exaltation
134.451371908	4.198254109	2.0062019825	self-pity
140.051366091	4.19818782799999	2.21009993553	fatigue
144.250225067	4.19919586200001	2.19417691231	judgment
148.450119972	4.19928812999999	1.12610793114	playfulness
154.050932884	4.19838905400002	1.94490599632	consciousness
162.450747967	4.198559999	2.89870691299	transcendence
168.051138878	4.197915077	1.70167613029	exhaustion
173.650757074	4.198292971	2.30849599838	affection
179.250727892	4.19824504800002	1.26942610741	consciousness
183.449703932	4.19928216899999	1.35954809189	reason
189.050573111	4.198228836	1.38821578026	weariness
194.650470972	4.198287964	2.3711411953	self-pity
201.6506989	4.197862149	2.50590610504	attention
210.049973965	4.19849991800001	2.98184418678	anticipation
218.449892998	4.19852709700001	2.16974687576	judgment
222.649173975	4.19909691800001	1.68670892715	belief
226.848974943	4.19924902899999	1.45363903046	alarm
231.049186945	4.19908809699999	2.14461302757	subordination
238.049777031	4.19833993900002	0.985296010971	belief
242.2488451	4.19928884499998	1.78340506554	awe
247.849210024	4.198719025	2.23914980888	opinion
253.449609995	4.19830989799999	2.90205597878	laziness
257.648273945	4.19949412299997	3.35710811615	distrust
261.84848094	4.19924998300002	1.63502597809	awe
266.048402071	4.199353933	1.03293395042	transcendence
271.649441957	4.19817399999999	1.62072300911	distrust
277.249264956	4.19842100099999	1.04659700394	skepticism
285.649120092	4.19825697000005	1.84855890274	fatigue
289.848279953	4.19914412500003	2.62440109253	pensiveness
295.44907403	4.19822788199997	2.31225395203	attention
301.048938036	4.19834303900001	1.48024511337	weariness
308.048631907	4.198513031	1.44808602333	subordination
312.247857094	4.19932484600002	1.907091856	exaltation
316.447825909	4.19914197899999	2.20394015312	embarrassment
323.44885397	4.198194027	1.27980995178	embarrassment
330.448505878	4.19830417700001	1.50358200073	anticipation
